GEOID5,Chg-Water,Chg-Wetlands,Chg-Dev-Trans,Chg-Dev-CommSvcs,Chg-Dev-IndMil,Chg-Dev-Recr,Chg-Dev-ResHi,Chg-Dev-ResLoMed,Chg-Dev-Other,Chg-SemiDev-UrbIntHi,Chg-SemiDev-UrbIntLoMed,Chg-SemiDev-Other,Chg-Mining,Chg-Crops,Chg-Pasture,Chg-Grazing1,Chg-Grazing2,Chg-LowUse,Chg-VeryLowUse,Chg-Unknown
04003,0.0,0.0,0.020000000000000018,0.020000000000000004,0.020000000000000004,0.009999999999999998,0.07,0.06,0.0,0.009999999999999998,0.6399999999999999,0.0,-0.019999999999999997,0.43999999999999995,0.05000000000000002,0.0,-0.06000000000000005,-2.5799999999999983,1.3000000000000003,0.0
04015,0.0,0.0,0.01999999999999999,0.04,0.0,0.02,0.04,0.24,-0.020000000000000004,0.01,0.4,0.0,0.0,0.0,0.020000000000000004,-0.01,-0.08999999999999986,-7.219999999999999,6.540000000000001,0.0
04001,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.020000000000000004,0.0,0.0,0.21000000000000002,0.0,0.0,-0.020000000000000004,0.0,0.009999999999999998,-0.03999999999999915,-0.27000000000001023,0.06000000000000005,0.0
06059,0.009999999999999953,0.0,0.48,1.700000000000001,0.6500000000000004,1.42,6.34,-1.1499999999999995,-0.040000000000000036,-2.1099999999999994,0.3500000000000001,-0.05,-0.010000000000000009,-1.41,-0.8,-0.010000000000000002,-0.3700000000000001,-5.420000000000002,0.41,0.0
06083,0.019999999999999962,0.0,0.06000000000000005,0.06999999999999995,0.07999999999999996,0.04000000000000001,0.26,-0.06000000000000005,0.0,-0.10999999999999999,0.10999999999999999,0.0,-0.010000000000000009,0.9699999999999998,-0.33999999999999986,-0.07,-0.08000000000000007,-4.679999999999993,3.7399999999999984,0.0
06025,0.010000000000000675,0.0,0.02999999999999997,0.05000000000000002,0.009999999999999995,0.009999999999999998,0.11,0.0,0.04000000000000001,0.019999999999999997,0.23,0.0,0.010000000000000002,0.16999999999999993,-0.1900000000000004,-0.009999999999999995,0.0,-7.8799999999999955,7.39,0.0
06029,0.0,0.0,0.050000000000000044,0.12,0.04999999999999999,0.039999999999999994,0.37999999999999995,0.15000000000000002,0.030000000000000027,-0.05,0.91,0.0,0.07999999999999996,0.08999999999999986,-0.1499999999999999,-0.040000000000000036,-0.22999999999999865,-4.780000000000001,3.35,0.0
06073,0.020000000000000018,0.0,0.11999999999999988,0.53,0.29000000000000004,0.44999999999999996,1.87,0.71,-0.43000000000000005,-1.0,2.88,-0.010000000000000002,0.0,-0.22999999999999998,-0.09999999999999998,-0.01999999999999999,-0.4299999999999997,-8.099999999999994,3.45,0.0
06071,0.0,0.0,0.03999999999999998,0.09000000000000002,0.06,0.03,0.39999999999999997,0.06999999999999995,-0.060000000000000026,-0.16999999999999993,0.81,0.0,0.009999999999999995,-0.1,-0.01999999999999999,0.0,-0.1,-27.870000000000005,26.81,0.0
06065,0.09000000000000008,0.0,0.09000000000000008,0.38,0.08999999999999997,0.41,1.7400000000000002,0.48,-0.20999999999999996,-0.2499999999999999,2.0200000000000005,-0.009999999999999995,0.010000000000000002,-1.1,-0.08999999999999986,-0.020000000000000018,-0.6200000000000001,-22.89,19.86,0.0
06111,0.0,0.0,0.09999999999999998,0.30000000000000004,0.14,0.30000000000000004,1.13,-0.06999999999999984,0.09000000000000008,-0.26,0.22999999999999998,0.0,0.009999999999999995,-0.7299999999999995,-0.07000000000000006,-0.009999999999999953,-0.050000000000000044,-23.879999999999995,22.790000000000003,0.0
06037,0.0,0.0,0.10999999999999988,0.29000000000000004,0.1499999999999999,0.25,1.4900000000000002,0.0,-0.20999999999999996,-0.6000000000000001,2.01,-0.009999999999999998,0.020000000000000004,0.009999999999999898,-0.4800000000000002,0.0,-0.020000000000000018,-6.309999999999995,3.3099999999999996,0.0
06103,0.0,0.0,0.010000000000000009,0.009999999999999995,0.0,0.0,0.0,0.06,0.040000000000000036,0.01,0.06,-0.01,0.0,0.1200000000000001,-0.17999999999999972,0.050000000000000044,0.0600000000000005,-2.3900000000000006,2.14,0.0
06011,0.0,0.0,0.02999999999999997,0.020000000000000004,0.020000000000000004,0.0,0.1,-0.07,0.050000000000000044,0.01,0.01,0.0,0.0,0.30999999999999517,-0.08999999999999997,-0.020000000000000018,0.0,-1.3100000000000023,0.9500000000000001,0.0
06051,0.010000000000000231,0.0,0.019999999999999962,0.0,0.0,0.010000000000000002,0.0,0.0,-0.010000000000000009,-0.01,0.020000000000000004,0.0,0.0,-0.020000000000000018,0.10000000000000003,-0.010000000000000009,-0.020000000000000018,-2.6099999999999994,2.469999999999999,0.0
06061,0.08999999999999986,0.0,0.09000000000000008,0.4800000000000001,0.09,0.37000000000000005,1.17,1.02,-0.19,-0.36000000000000004,3.8999999999999995,-0.02,-0.01,-1.2599999999999998,-0.5700000000000003,0.1200000000000001,-0.5500000000000003,-6.949999999999996,2.57,0.0
06005,0.050000000000000044,0.0,0.07999999999999996,0.05000000000000002,0.010000000000000002,0.06999999999999999,0.02,0.14999999999999997,0.019999999999999962,0.01,2.4400000000000004,0.020000000000000004,-0.04,-0.22000000000000008,0.010000000000000009,-0.08000000000000007,-0.12,-2.4599999999999937,0.0,0.0
06009,0.029999999999999805,0.0,0.03999999999999998,0.009999999999999995,0.0,0.07,0.02,0.45,-0.09999999999999998,0.0,3.1900000000000004,0.0,-0.010000000000000009,0.03,0.0,0.0,-0.10000000000000009,-3.6299999999999955,0.0,0.0
06093,0.0,0.0,0.030000000000000027,0.0,0.0,0.01,0.0,0.010000000000000009,0.03999999999999998,0.0,0.06,0.0,0.0,0.5800000000000001,-0.33000000000000007,-0.020000000000000018,-0.040000000000000036,-5.640000000000001,5.3,0.0
06097,0.020000000000000018,0.0,0.06000000000000005,0.16999999999999993,0.07999999999999996,0.10999999999999999,1.0,0.04999999999999982,-0.17000000000000004,-0.09999999999999998,3.0999999999999996,0.0,0.0,0.5099999999999998,-1.4400000000000002,-0.04999999999999982,-0.3200000000000003,-3.020000000000003,0.0,0.0
06085,0.0,0.0,0.1200000000000001,0.47000000000000064,0.27,0.2699999999999998,1.3399999999999999,-0.21999999999999975,-0.06000000000000005,-0.42000000000000015,1.19,0.0,-0.009999999999999998,-0.8999999999999999,-0.20999999999999996,0.019999999999999997,-0.3100000000000005,-1.5499999999999972,0.0,0.0
06113,0.020000000000000018,0.0,0.08000000000000007,0.19000000000000006,0.12999999999999995,0.04999999999999999,0.6900000000000001,-0.31000000000000005,0.10999999999999999,-0.020000000000000004,0.03,-0.020000000000000004,0.03,-1.4499999999999957,0.25,0.07999999999999996,0.33999999999999986,-0.1999999999999993,0.0,0.0
06045,0.0,0.0,0.02999999999999997,0.009999999999999995,0.0,0.009999999999999998,0.01999999999999999,0.10000000000000003,0.03999999999999998,0.0,0.6400000000000001,0.0,0.0,0.06000000000000005,0.019999999999999907,0.0,-0.10000000000000009,-4.790000000000006,3.9600000000000004,0.0
06067,0.0,0.0,0.25,1.0200000000000005,0.3500000000000001,0.5500000000000003,6.459999999999999,-1.92,-0.15999999999999992,-0.52,1.0699999999999998,-0.040000000000000036,-0.02999999999999997,-3.3900000000000006,-2.119999999999999,0.15000000000000002,-0.40000000000000213,-1.2800000000000002,0.0,0.0
06039,0.010000000000000009,0.0,0.040000000000000036,0.09,0.019999999999999997,0.039999999999999994,0.15,0.22000000000000003,0.03999999999999998,0.01,1.4099999999999997,0.0,0.0,0.07000000000000028,-0.5600000000000005,0.06,0.3099999999999987,-7.509999999999998,5.619999999999999,0.0
06115,0.0,0.0,0.04999999999999993,0.03999999999999998,0.07999999999999996,0.05,0.17999999999999994,0.2,0.06000000000000005,0.020000000000000018,0.45999999999999996,0.0,0.039999999999999813,-1.259999999999998,0.26000000000000023,0.04999999999999982,-0.019999999999999574,-0.18999999999999773,0.0,0.0
06063,0.08999999999999986,0.0,0.01999999999999999,0.0,0.0,0.03,0.0,0.04999999999999999,-0.03,0.0,0.41000000000000003,0.0,0.0,0.04,0.13,-0.039999999999999925,-0.029999999999999805,-2.019999999999996,1.34,0.0
06069,0.03,0.0,0.03,0.039999999999999994,0.039999999999999994,0.010000000000000002,0.2,-0.010000000000000009,0.07999999999999996,0.02,0.13999999999999999,0.0,0.0,0.4199999999999995,-0.6999999999999997,0.020000000000000018,-0.14000000000000057,-0.1700000000000017,0.0,0.0
06089,0.0,0.0,0.02999999999999997,0.01999999999999999,0.009999999999999995,0.020000000000000004,0.13,0.15000000000000002,-0.06,-0.12000000000000005,0.94,0.0,-0.010000000000000002,0.29000000000000004,0.1100000000000001,-0.030000000000000027,-0.040000000000000036,-1.5499999999999972,0.10000000000000009,0.0
06099,0.17000000000000015,0.0,0.050000000000000044,0.19999999999999996,0.10999999999999993,0.06,1.4400000000000002,-0.41000000000000014,-0.10999999999999999,0.010000000000000009,0.3400000000000001,-0.01,0.010000000000000002,-0.19000000000000128,-0.33000000000000007,0.020000000000000018,0.00999999999999801,-1.379999999999999,0.0,0.0
06043,0.05999999999999994,0.0,0.030000000000000027,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,-0.009999999999999787,-23.67,23.099999999999998,0.0
06003,0.20999999999999996,0.0,0.02999999999999997,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,-0.15000000000000013,-30.659999999999997,30.58,0.0
06041,0.09000000000000008,0.0,0.04999999999999993,0.09999999999999987,0.009999999999999981,0.16999999999999993,0.7400000000000002,-0.41000000000000014,-0.010000000000000009,-0.40000000000000036,0.20999999999999996,0.0,0.0,0.019999999999999907,0.29,0.0,-0.25,-0.5900000000000034,0.0,0.0
06021,0.0,0.0,0.020000000000000018,0.009999999999999995,0.0,0.0,0.04000000000000001,-0.010000000000000009,0.06,0.01,0.04000000000000001,0.0,0.009999999999999995,-0.8099999999999987,0.4500000000000002,0.0,0.27999999999999936,-1.3700000000000045,1.29,0.0
06035,0.16999999999999993,0.0,0.02999999999999997,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.009999999999999995,0.009999999999999998,-0.01,0.33000000000000007,0.13000000000000034,-0.020000000000000018,-0.010000000000000231,-0.6800000000000068,0.0,0.0
06015,0.0,0.0,0.030000000000000027,0.010000000000000009,0.0,0.04000000000000001,0.04,0.010000000000000009,0.020000000000000018,0.0,-0.040000000000000036,0.0,0.0,-0.12999999999999995,0.16000000000000003,0.009999999999999995,0.0,-17.370000000000005,17.220000000000002,0.0
06055,0.009999999999999787,0.0,0.06000000000000005,0.09999999999999998,0.18,0.08000000000000002,0.33999999999999997,-0.1299999999999999,0.16000000000000003,-0.09999999999999998,-0.050000000000000044,-0.030000000000000002,-0.019999999999999997,1.4699999999999998,-0.010000000000000009,-0.07000000000000006,-0.19999999999999973,-3.0400000000000063,1.25,0.0
06081,0.0,0.0,0.1299999999999999,0.1800000000000006,0.030000000000000027,0.1499999999999999,0.879999999999999,-0.41999999999999993,-0.020000000000000018,-0.5000000000000009,0.6599999999999999,0.0,-0.02,0.25,-0.22000000000000003,0.03999999999999998,0.009999999999999787,-1.1299999999999955,0.0,0.0
06057,0.06000000000000005,0.0,0.050000000000000044,0.04000000000000001,0.010000000000000009,0.04000000000000001,0.1,0.6999999999999997,-0.31000000000000005,0.06999999999999999,7.11,0.0,-0.09000000000000001,-0.03,-0.03,0.0,-0.16999999999999993,-7.560000000000002,0.0,0.0
06077,0.0,0.0,0.19999999999999996,0.48,0.3599999999999999,0.09999999999999998,1.8399999999999999,-0.050000000000000044,-0.13000000000000012,-0.08000000000000002,0.010000000000000009,0.0,0.0,-2.1999999999999957,-0.2999999999999998,0.06,0.2699999999999996,-0.5899999999999999,0.0,0.0
06101,0.0,0.0,0.050000000000000044,0.07,0.01999999999999999,0.04000000000000001,0.6799999999999999,-0.25,0.050000000000000044,-0.04000000000000001,0.10999999999999999,0.0,0.0,-1.289999999999992,0.020000000000000018,0.039999999999999994,0.34999999999999964,0.1200000000000001,0.0,0.0
06105,0.0,0.0,0.01999999999999999,0.01,0.0,0.01,0.0,0.010000000000000002,0.04999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29000000000000004,-19.950000000000003,20.15,0.0
06013,0.25,0.0,0.22999999999999998,0.8199999999999998,0.41999999999999993,0.6100000000000001,3.8899999999999997,0.6699999999999999,-0.22999999999999998,-1.0600000000000005,2.1999999999999997,-0.04,-0.039999999999999994,-1.2999999999999998,-1.5200000000000005,0.12,-3.0600000000000005,-1.9600000000000009,0.0,0.0
06109,0.06000000000000005,0.0,0.010000000000000009,0.009999999999999995,0.0,0.010000000000000002,0.01,0.06,-0.020000000000000018,0.019999999999999997,0.6400000000000001,0.0,-0.01,0.009999999999999998,-0.01,0.0,-0.010000000000000009,-30.6,29.800000000000004,0.0
06007,0.24,0.0,0.02999999999999997,0.07,0.009999999999999981,0.04000000000000001,0.44,-0.08000000000000007,-0.02999999999999997,-0.040000000000000036,0.3599999999999999,0.0,-0.009999999999999981,-0.2699999999999996,-0.10000000000000009,0.040000000000000036,0.11000000000000032,-0.8299999999999983,0.0,0.0
06091,0.0,0.0,0.04999999999999999,0.0,0.0,0.0,0.01,-0.01,0.009999999999999995,0.0,0.0,0.0,0.0,0.03,0.07,-0.030000000000000027,-0.020000000000000018,-0.10999999999999943,0.0,0.0
06033,0.020000000000000462,0.0,0.030000000000000027,0.03,0.0,0.009999999999999995,0.17,0.37,-0.24000000000000005,0.02,3.3400000000000003,0.0,0.01,0.08999999999999986,0.040000000000000036,-0.030000000000000027,-0.050000000000000044,-12.150000000000006,8.32,0.0
06049,0.41000000000000014,0.0,0.009999999999999981,0.01,0.0,0.0,0.0,0.0,-0.009999999999999995,0.0,0.0,0.0,0.0,0.3999999999999999,-0.34000000000000075,0.0,-0.019999999999999574,-0.46999999999999886,0.0,0.0
06017,0.10999999999999943,0.0,0.02999999999999997,0.08999999999999997,0.009999999999999995,0.06,0.21999999999999997,0.6,-0.16000000000000003,0.09,5.76,-0.01,-0.01,-0.06999999999999999,-0.09000000000000001,0.0,-0.16999999999999993,-6.490000000000009,0.0,0.0
06001,0.0,0.0,0.13999999999999968,0.75,0.5399999999999996,0.3500000000000001,2.0,-0.3799999999999999,0.1100000000000001,-1.0700000000000003,1.76,0.0,0.02,-0.72,-0.56,0.009999999999999953,-1.0500000000000007,-1.8999999999999986,0.0,0.0
06075,0.0,0.0,0.09999999999999964,0.5299999999999976,-1.3600000000000003,0.8200000000000003,0.9400000000000048,0.29,-0.7200000000000001,-0.29000000000000004,0.18000000000000002,-0.11,0.0,0.0,0.0,0.0,0.0,-0.38,0.0,0.0
06087,0.0,0.0,0.10999999999999988,0.30000000000000004,0.040000000000000036,0.18000000000000005,0.69,0.8099999999999996,-0.29000000000000004,-0.7199999999999989,4.23,0.0,-0.04000000000000001,0.71,-0.31999999999999995,0.0,-0.010000000000000009,-5.68,0.0,0.0
06023,0.0,0.0,0.030000000000000027,0.009999999999999995,0.009999999999999995,0.010000000000000002,0.06,0.06,0.0,0.009999999999999998,0.49,0.0,0.0,-0.010000000000000009,-0.07999999999999985,0.009999999999999981,-0.030000000000000027,-5.060000000000002,4.51,0.0
06095,0.10999999999999988,0.0,0.10999999999999988,0.45999999999999996,0.24,0.40000000000000013,1.88,-0.20999999999999974,-0.010000000000000009,-0.5900000000000001,2.2199999999999998,-0.010000000000000009,0.02,-2.280000000000001,0.5500000000000007,0.18999999999999995,-0.9599999999999973,-2.1099999999999994,0.0,0.0
06047,0.0,0.0,0.08000000000000007,0.08000000000000002,0.03,0.01999999999999999,0.46,0.0,0.020000000000000018,0.0,0.11000000000000001,0.0,0.0,0.8699999999999974,0.10999999999999943,-0.09000000000000008,-0.09999999999999787,-1.620000000000001,0.0,0.0
06053,0.0,0.0,0.050000000000000044,0.12,0.02999999999999997,0.04999999999999999,0.24,0.1100000000000001,-0.05999999999999994,-0.05999999999999994,0.95,-0.009999999999999998,0.0,0.4399999999999995,-0.17000000000000015,-0.040000000000000036,-0.16000000000000014,-2.9399999999999977,1.42,0.0
06107,0.010000000000000009,0.0,0.030000000000000027,0.04999999999999999,0.020000000000000004,0.009999999999999995,0.37,-0.10000000000000003,0.030000000000000027,0.010000000000000002,0.06,0.0,0.0,-0.7300000000000004,0.52,0.020000000000000018,0.08999999999999986,-17.97,17.57,0.0
06019,0.0,0.0,0.030000000000000027,0.10999999999999999,0.04999999999999999,0.009999999999999995,0.6,-0.09999999999999998,0.020000000000000018,-0.020000000000000004,0.33999999999999997,-0.010000000000000009,0.0,-0.5200000000000031,-0.2699999999999996,0.06,0.02999999999999936,-11.18,10.83,0.0
06079,0.010000000000000009,0.0,0.07,0.06,0.020000000000000004,0.04000000000000001,0.22999999999999998,0.18000000000000005,-0.03999999999999998,0.039999999999999994,0.99,-0.009999999999999995,0.020000000000000004,-0.13999999999999968,-0.2799999999999998,0.030000000000000027,-0.10999999999999943,-2.530000000000001,1.4400000000000002,0.0
06027,0.0,0.0,0.009999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.009999999999999981,0.07,0.0,-0.029999999999999916,-56.42,56.349999999999994,0.0
06031,0.0,0.0,0.05999999999999994,0.19000000000000006,0.04999999999999999,0.019999999999999997,0.5900000000000001,-0.21999999999999997,0.07,0.03,-0.020000000000000004,0.0,0.0,-0.789999999999992,-0.14000000000000057,0.040000000000000036,0.19000000000000128,-0.04999999999999982,0.0,0.0
08071,0.0,0.0,0.010000000000000009,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.15000000000000002,-0.009999999999999981,-0.060000000000002274,-0.509999999999998,0.2,0.0
08021,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.010000000000000009,0.010000000000000009,0.0,-0.010000000000000002,0.0,0.0,-0.76,0.9100000000000001,0.0,0.02999999999999936,-0.25,0.0,0.0
08067,0.10000000000000003,0.0,0.05000000000000002,0.009999999999999995,0.0,0.009999999999999995,0.020000000000000004,0.06,0.0,0.009999999999999998,0.48,0.0,0.03,0.07,1.620000000000001,-0.07,-0.020000000000000018,-2.3599999999999994,0.0,0.0
08011,0.0,0.0,0.03,0.01,0.0,0.01,0.0,0.0,0.009999999999999995,0.0,0.16,0.0,0.02,1.83,-0.12,0.0,-0.3499999999999943,-1.58,0.0,0.0
08023,0.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.010000000000000009,0.0,-0.019999999999999997,0.0,0.01,0.45999999999999974,0.7999999999999998,-0.06,-0.0600000000000005,-1.1700000000000017,0.0,0.0
08099,0.0,0.0,0.11000000000000001,0.020000000000000004,0.01,0.0,0.0,0.009999999999999995,0.010000000000000009,-0.01,0.07,0.0,0.01,5.380000000000003,0.5699999999999998,-0.01999999999999999,-1.0799999999999983,-5.07,0.0,0.0
08083,0.29,0.0,0.05000000000000002,0.0,0.0,0.01,0.009999999999999998,0.020000000000000004,0.0,0.0,0.16000000000000003,0.0,0.01,-0.28000000000000025,1.1100000000000003,-0.03,-0.009999999999999787,-1.3700000000000045,0.0,0.0
08079,0.0,0.0,0.04000000000000001,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-0.010000000000000002,0.0,0.01,-0.01,0.07,-0.009999999999999995,-0.020000000000000462,-0.0800000000000054,0.0,0.0
08003,0.0,0.0,0.03999999999999998,0.020000000000000018,0.0,0.030000000000000002,0.009999999999999995,0.11000000000000001,0.04999999999999999,0.0,0.35000000000000003,0.0,0.0,-0.85,3.379999999999999,-0.07,-0.5899999999999999,-18.36999999999999,15.920000000000002,0.0
08105,0.0,0.0,0.06,0.009999999999999995,0.0,0.0,0.03,0.01999999999999999,-0.01999999999999999,0.0,0.22000000000000003,0.0,0.0,-1.14,0.9299999999999997,0.04999999999999993,-0.03000000000000025,-0.12999999999999545,0.0,0.0
08009,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.009999999999999981,0.0,0.0,0.0,0.0,1.5399999999999991,-1.7899999999999996,0.01,0.36999999999999744,-0.19000000000000128,0.0,0.0
08007,0.0,0.0,0.04000000000000001,0.010000000000000002,0.0,0.03,0.0,0.06999999999999999,-0.010000000000000002,0.0,1.1300000000000001,0.0,0.0,-0.05,0.6399999999999999,-0.04000000000000001,-0.3099999999999996,-1.5,0.0,0.0
08055,0.0,0.0,0.010000000000000009,0.01,0.0,0.019999999999999997,0.0,0.009999999999999995,0.0,0.0,-0.009999999999999995,0.0,0.0,0.03,0.29000000000000004,-0.030000000000000027,-0.0799999999999983,-4.960000000000001,4.7,0.0
08069,0.030000000000000027,0.0,0.03999999999999998,0.20999999999999996,0.09000000000000001,0.1,0.5,0.54,-0.07,-0.10999999999999999,1.6600000000000001,-0.01,0.020000000000000004,-0.4299999999999997,-0.20999999999999996,-0.020000000000000018,-0.8699999999999974,-7.8700000000000045,6.399999999999999,0.0
08043,0.0,0.0,0.030000000000000027,0.07,0.0,0.02,0.01999999999999999,0.17000000000000004,0.03,0.039999999999999994,0.07999999999999996,0.0,0.020000000000000004,0.2,0.040000000000000036,-0.040000000000000036,-0.28999999999999915,-3.8100000000000023,3.39,0.0
08051,0.0,0.0,0.01999999999999999,0.009999999999999998,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,-0.01,0.20999999999999996,0.0,-0.040000000000000036,-2.5999999999999943,2.379999999999999,0.0
08037,0.0,0.0,0.09999999999999998,0.03,0.0,0.14,0.06,0.18999999999999997,0.039999999999999994,0.03,1.6900000000000002,-0.01,0.020000000000000004,-0.049999999999999996,0.020000000000000018,-0.009999999999999995,-0.009999999999999787,-2.25,0.0,0.0
08117,0.0,0.0,0.05999999999999994,0.07,0.010000000000000002,0.09,0.22999999999999998,0.27999999999999997,-0.1,0.18,0.6900000000000002,-0.01,0.04999999999999999,-0.04,0.18,-0.020000000000000004,-0.22000000000000064,-4.07,2.580000000000002,0.0
08097,0.0,0.0,0.01999999999999999,0.010000000000000009,0.01,0.020000000000000004,0.020000000000000004,0.07000000000000003,-0.03,0.0,0.0,0.0,0.010000000000000002,-0.05,0.009999999999999787,0.0,0.0,-0.0799999999999983,0.0,0.0
08017,0.0,0.0,0.03999999999999998,0.0,0.0,0.0,0.0,0.0,0.010000000000000009,0.0,-0.009999999999999998,0.0,0.0,5.969999999999999,0.19,-0.010000000000000009,-1.259999999999998,-4.9399999999999995,0.0,0.0
08001,0.06000000000000005,0.0,0.3500000000000001,0.6100000000000001,0.5000000000000001,0.41000000000000003,1.3699999999999999,0.88,-0.15000000000000002,-0.54,0.66,-0.02,0.05,0.46000000000000085,-0.6099999999999999,-0.06,-0.7100000000000009,-3.23,0.0,0.0
08039,0.0,0.0,0.03,0.01,0.01,0.02,0.0,0.12000000000000001,0.010000000000000009,0.0,1.88,0.0,0.01,3.3499999999999996,0.039999999999999994,-0.04999999999999982,-1.980000000000004,-3.4300000000000006,0.0,0.0
08125,0.0,0.0,0.030000000000000027,0.0,0.020000000000000004,0.0,0.0,0.0,0.009999999999999981,0.0,-0.009999999999999995,0.0,0.0,3.3399999999999963,0.20999999999999996,-0.009999999999999995,-1.6799999999999997,-2.8400000000000003,0.9,0.0
08065,0.0,0.0,0.06999999999999995,0.0,0.0,0.0,0.0,0.009999999999999995,0.0,-0.010000000000000002,0.13,0.0,0.5,-0.01,0.010000000000000002,0.009999999999999953,-0.03999999999999915,-4.019999999999996,3.3199999999999985,0.0
08029,0.0,0.0,0.03999999999999998,0.009999999999999995,0.01,0.02,0.0,0.10999999999999999,0.0,0.0,0.010000000000000009,0.0,0.039999999999999994,0.2400000000000002,0.5999999999999996,-0.04999999999999999,-0.010000000000000009,-6.8799999999999955,5.85,0.0
08045,0.0,0.0,0.03,0.010000000000000009,0.0,0.020000000000000004,0.039999999999999994,0.06,0.020000000000000004,0.01,0.14999999999999997,0.0,0.28,-0.08,0.9300000000000002,-0.030000000000000013,-0.009999999999999787,-1.4599999999999937,0.0,0.0
