uniqid_co,GEOID10,NAMELSAD10,areakm2
1694,46063,Harding County,6936.2
1695,46117,Stanley County,3929.5
1696,46103,Pennington County,7211.3
1697,46137,Ziebach County,5103.8
1698,46091,Marshall County,2295.3
1699,46095,Mellette County,3395.1
1700,46045,Edmunds County,2981.3
1701,46021,Campbell County,1996.5
1702,46061,Hanson County,1127.6
1703,46029,Codington County,1857.5
1704,46023,Charles Mix County,2979.1
1705,46105,Perkins County,7485.0
1706,46075,Jones County,2514.6
1707,46121,Todd County,3602.1
1708,46055,Haakon County,4731.7
1709,46069,Hyde County,2243.3
1710,46081,Lawrence County,2072.8
1711,46067,Hutchinson County,2109.3
1712,46015,Brule County,2192.4
1713,46107,Potter County,2327.5
1714,46065,Hughes County,2073.9
1715,46019,Butte County,5870.0
1716,46027,Clay County,1080.6
1717,46009,Bon Homme County,1506.5
1718,46089,McPherson County,2982.5
1719,46003,Aurora County,1846.0
1720,46005,Beadle County,3275.9
1721,46013,Brown County,4483.1
1722,46057,Hamlin County,1393.6
1723,46031,Corson County,6551.8
1724,46123,Tripp County,4189.5
1725,46059,Hand County,3730.1
1726,46087,McCook County,1494.1
1727,46113,Shannon County,5430.0
1728,46125,Turner County,1599.8
1729,46077,Kingsbury County,2237.1
1730,46037,Day County,2825.9
1731,46041,Dewey County,6333.3
1732,49003,Box Elder County,17428.8
1733,49009,Daggett County,1866.5
1734,49007,Carbon County,3845.2
1735,49001,Beaver County,6713.9
1736,49035,Salt Lake County,2091.1
1737,49005,Cache County,3038.1
1738,49023,Juab County,8822.4
1739,49027,Millard County,17684.1
1740,49057,Weber County,1707.8
1741,49047,Uintah County,11658.5
1742,49041,Sevier County,4968.6
1743,49051,Wasatch County,3123.5
1744,49019,Grand County,9540.8
1745,49021,Iron County,8551.8
1746,49043,Summit County,4874.3
1747,49013,Duchesne County,8432.8
1748,49031,Piute County,1983.3
1749,49055,Wayne County,6388.1
1750,49011,Davis County,1642.0
1751,49039,Sanpete County,4150.5
1752,49049,Utah County,5553.2
1753,49033,Rich County,2813.6
1754,49015,Emery County,11582.1
1755,49029,Morgan County,1582.1
1756,49045,Tooele County,18871.2
1757,53077,Yakima County,11166.6
1758,53007,Chelan County,7754.2
1759,53035,Kitsap County,1033.0
1760,53043,Lincoln County,6058.9
1761,53045,Mason County,2524.7
1762,53051,Pend Oreille County,3691.4
1763,53057,Skagit County,4541.5
1764,53009,Clallam County,4568.8
1765,53019,Ferry County,5846.2
1766,53003,Asotin County,1659.2
1767,53021,Franklin County,3277.2
1768,53011,Clark County,1699.6
1769,53037,Kittitas County,6043.0
1770,53039,Klickitat County,4931.7
1771,53015,Cowlitz County,3019.6
1772,53049,Pacific County,2419.0
1773,53067,Thurston County,1905.1
1774,53041,Lewis County,6309.9
1775,53017,Douglas County,4788.0
1776,53073,Whatcom County,5603.0
1777,53031,Jefferson County,4706.1
1778,53005,Benton County,4558.4
1779,53075,Whitman County,5640.0
1780,53065,Stevens County,6580.4
1781,53033,King County,5580.0
1782,53071,Walla Walla County,3364.5
1783,53023,Garfield County,1860.2
1784,53001,Adams County,4998.3
1785,53055,San Juan County,454.2
1786,53061,Snohomish County,5478.1
1787,53059,Skamania County,4361.0
1788,53025,Grant County,7229.5
1789,53029,Island County,545.9
1790,53027,Grays Harbor County,4997.8
1791,53053,Pierce County,4378.1
1792,53069,Wahkiakum County,685.9
1793,53013,Columbia County,2262.4
1794,53063,Spokane County,4612.0
1795,53047,Okanogan County,13765.3
1796,56001,Albany County,11159.6
1797,56015,Goshen County,5781.3
1798,56045,Weston County,6216.0
1799,56017,Hot Springs County,5196.6
1800,56039,Teton County,10920.2
1801,56003,Big Horn County,8181.6
1802,56027,Niobrara County,6806.4
1803,56033,Sheridan County,6545.0
1804,56043,Washakie County,5808.6
1805,56005,Campbell County,12449.3
1806,56025,Natrona County,13922.9
1807,56031,Platte County,5467.1
1808,56009,Converse County,11046.5
1809,56011,Crook County,7421.1
1810,56019,Johnson County,10812.2
1811,56021,Laramie County,6960.8
1812,56029,Park County,18045.4
1813,56023,Lincoln County,10606.7
1814,56037,Sweetwater County,27171.8
1815,56041,Uinta County,5406.8
1816,56035,Sublette County,12783.3
1817,56007,Carbon County,20626.6
1818,56013,Fremont County,23998.2
1819,09001,Fairfield County,1670.1
1820,09011,New London County,1779.6
1821,09005,Litchfield County,2446.4
1822,09015,Windham County,1350.5
1823,09013,Tolland County,1080.2
1824,09003,Hartford County,1944.1
1825,09007,Middlesex County,991.5
1826,09009,New Haven County,1601.5
1827,10001,Kent County,1544.5
1828,10005,Sussex County,2449.0
1829,10003,New Castle County,1122.8
1830,11001,District of Columbia,159.1
1831,17009,Brown County,795.7
1832,17033,Crawford County,1154.7
1833,17085,Jo Daviess County,1602.5
1834,17109,McDonough County,1528.6
1835,17135,Montgomery County,1838.1
1836,17041,Douglas County,1080.6
1837,17115,Macon County,1517.4
1838,17201,Winnebago County,1344.9
1839,17129,Menard County,817.0
1840,17083,Jersey County,976.8
1841,17171,Scott County,654.7
1842,17131,Mercer County,1472.9
1843,17047,Edwards County,576.8
1844,17035,Cumberland County,898.7
1845,17197,Will County,2199.5
1846,17143,Peoria County,1633.2
1847,17195,Whiteside County,1804.0
1848,17005,Bond County,991.3
1849,17099,LaSalle County,2973.7
1850,17043,DuPage County,871.3
1851,17091,Kankakee County,1764.7
1852,17121,Marion County,1491.9
1853,17019,Champaign County,2585.8
1854,17111,McHenry County,1582.0
1855,17149,Pike County,2198.6
1856,17049,Effingham County,1243.2
1857,17011,Bureau County,2262.4
1858,17039,De Witt County,1049.2
1859,17117,Macoupin County,2247.2
1860,17169,Schuyler County,1143.0
1861,17161,Rock Island County,1168.8
1862,17023,Clark County,1307.5
1863,17051,Fayette County,1878.6
1864,17021,Christian County,1853.5
1865,17187,Warren County,1406.5
1866,17139,Moultrie County,892.2
1867,17015,Carroll County,1207.9
1868,17185,Wabash County,589.2
1869,17107,Logan County,1603.0
1870,17067,Hancock County,2109.3
1871,17037,DeKalb County,1643.8
1872,17119,Madison County,1918.0
1873,17137,Morgan County,1482.2
1874,17155,Putnam County,446.1
1875,17203,Woodford County,1405.4
1876,17053,Ford County,1259.4
1877,17045,Edgar County,1616.1
1878,17147,Piatt County,1138.2
1879,17095,Knox County,1864.3
1880,17105,Livingston County,2708.9
1881,17079,Jasper County,1290.1
1882,17183,Vermilion County,2334.3
1883,17177,Stephenson County,1463.5
1884,17159,Richland County,937.3
1885,17179,Tazewell County,1704.1
1886,17173,Shelby County,1989.3
1887,17175,Stark County,746.8
1888,17167,Sangamon County,2271.5
1889,17061,Greene County,1414.8
1890,17141,Ogle County,1976.1
1891,17093,Kendall County,834.8
1892,17125,Mason County,1459.4
1893,17031,Cook County,2480.6
1894,17063,Grundy County,1114.9
1895,17007,Boone County,730.4
1896,17017,Cass County,993.9
1897,17025,Clay County,1216.2
1898,17073,Henry County,2138.4
1899,17057,Fulton County,2285.9
1900,17075,Iroquois County,2898.0
1901,17001,Adams County,2256.8
1902,17097,Lake County,1218.8
1903,17089,Kane County,1357.7
1904,17071,Henderson County,1023.6
1905,17029,Coles County,1321.1
1906,17013,Calhoun County,734.5
1907,17101,Lawrence County,969.0
1908,17103,Lee County,1888.0
1909,17123,Marshall County,1032.2
1910,17027,Clinton County,1303.5
1911,17113,McLean County,3072.4
1912,18083,Knox County,1357.3
1913,18175,Washington County,1338.0
1914,18081,Johnson County,833.4
1915,18075,Jay County,994.8
1916,18039,Elkhart County,1212.0
1917,18045,Fountain County,1030.5
1918,18137,Ripley County,1160.5
1919,18131,Pulaski County,1125.4
1920,18105,Monroe County,1065.3
1921,18111,Newton County,1044.9
1922,18067,Howard County,761.3
1923,18013,Brown County,820.1
1924,18047,Franklin County,1012.8
1925,18095,Madison County,1173.0
1926,18091,LaPorte County,1563.9
1927,18019,Clark County,975.0
1928,18063,Hendricks County,1058.7
1929,18033,DeKalb County,942.4
1930,18145,Shelby County,1069.0
1931,18099,Marshall County,1164.8
1932,18179,Wells County,958.9
1933,18135,Randolph County,1174.1
1934,18011,Boone County,1096.2
1935,18041,Fayette County,557.3
1936,18153,Sullivan County,1176.2
1937,18101,Martin County,881.6
1938,18169,Wabash County,1090.3
1939,18059,Hancock County,795.2
1940,18151,Steuben County,835.2
1941,18141,St. Joseph County,1195.0
1942,18079,Jennings County,979.9
1943,18113,Noble County,1081.2
1944,18177,Wayne County,1047.2
1945,18121,Parke County,1165.4
1946,18073,Jasper County,1454.0
1947,18027,Daviess County,1131.5
1948,18119,Owen County,1004.5
1949,18053,Grant County,1074.6
1950,18087,LaGrange County,1001.6
1951,18021,Clay County,933.2
1952,18023,Clinton County,1049.6
1953,18107,Montgomery County,1309.1
1954,18017,Cass County,1074.5
1955,18171,Warren County,949.0
1956,18049,Fulton County,961.6
1957,18165,Vermillion County,673.2
1958,18029,Dearborn County,796.2
1959,18015,Carroll County,971.3
1960,18069,Huntington County,1004.2
1961,18103,Miami County,977.4
1962,18065,Henry County,1022.6
1963,18057,Hamilton County,1042.3
1964,18109,Morgan County,1060.4
1965,18077,Jefferson County,939.9
1966,18037,Dubois County,1127.5
1967,18161,Union County,427.8
1968,18157,Tippecanoe County,1303.4
1969,18031,Decatur County,966.9
1970,18155,Switzerland County,578.7
1971,18181,White County,1317.5
1972,18043,Floyd County,385.8
1973,18093,Lawrence County,1170.5
1974,18159,Tipton County,674.9
1975,18183,Whitley County,875.2
1976,18089,Lake County,1305.2
1977,18001,Adams County,880.5
1978,18035,Delaware County,1025.4
1979,18085,Kosciusko County,1435.9
1980,18117,Orange County,1057.2
1981,18143,Scott County,499.2
1982,18003,Allen County,1709.5
1983,18005,Bartholomew County,1060.7
1984,18167,Vigo County,1063.1
1985,18125,Pike County,883.4
1986,18127,Porter County,1088.1
1987,18007,Benton County,1052.9
1988,18115,Ohio County,226.5
1989,18071,Jackson County,1331.0
1990,18097,Marion County,1043.8
1991,18055,Greene County,1413.9
1992,18149,Starke County,808.6
1993,18139,Rush County,1057.9
1994,18133,Putnam County,1250.2
1995,18009,Blackford County,428.9
1996,19127,Marshall County,1484.6
1997,19011,Benton County,1860.9
1998,19041,Clay County,1483.0
1999,19165,Shelby County,1531.6
2000,19043,Clayton County,2053.0
2001,19097,Jackson County,1682.5
2002,19079,Hamilton County,1495.7
2003,19173,Taylor County,1384.8
2004,19139,Muscatine County,1163.2
2005,19197,Wright County,1508.0
2006,19045,Clinton County,1839.4
2007,19095,Iowa County,1521.6
2008,19021,Buena Vista County,1502.8
2009,19193,Woodbury County,2273.4
2010,19109,Kossuth County,2523.5
2011,19195,Worth County,1041.0
2012,19183,Washington County,1478.7
2013,19161,Sac County,1497.9
2014,19091,Humboldt County,1128.4
2015,19035,Cherokee County,1494.6
2016,19189,Winnebago County,1040.4
2017,19119,Lyon County,1522.3
2018,19125,Marion County,1477.6
2019,19107,Keokuk County,1502.0
2020,19103,Johnson County,1614.0
2021,19135,Monroe County,1124.8
2022,19141,O'Brien County,1484.6
2023,19061,Dubuque County,1597.1
2024,19177,Van Buren County,1270.4
2025,19069,Franklin County,1508.7
2026,19077,Guthrie County,1536.1
2027,19101,Jefferson County,1131.5
2028,19059,Dickinson County,1046.3
2029,19067,Floyd County,1298.6
2030,19007,Appanoose County,1337.1
2031,19051,Davis County,1307.6
2032,19039,Clarke County,1118.2
2033,19013,Black Hawk County,1483.2
2034,19163,Scott County,1212.7
2035,19131,Mitchell County,1216.2
2036,19049,Dallas County,1532.5
2037,19147,Palo Alto County,1474.8
2038,19071,Fremont County,1338.1
2039,19159,Ringgold County,1395.7
2040,19023,Butler County,1506.7
2041,19137,Montgomery County,1100.8
2042,19181,Warren County,1485.0
2043,19053,Decatur County,1381.7
2044,19187,Webster County,1860.7
2045,19025,Calhoun County,1481.8
2046,19123,Mahaska County,1485.1
2047,19015,Boone County,1485.7
2048,19113,Linn County,1876.5
2049,19099,Jasper County,1898.3
2050,19145,Page County,1386.9
2051,19093,Ida County,1119.0
2052,19047,Crawford County,1851.9
2053,19003,Adams County,1102.1
2054,19031,Cedar County,1507.1
2055,19027,Carroll County,1477.0
2056,19009,Audubon County,1148.4
2057,19055,Delaware County,1499.5
2058,19083,Hardin County,1476.3
2059,19167,Sioux County,1991.7
2060,19001,Adair County,1477.0
2061,19175,Union County,1102.8
2062,19129,Mills County,1141.3
2063,19185,Wayne County,1365.3
2064,19133,Monona County,1810.2
2065,19085,Harrison County,1817.3
2066,19117,Lucas County,1125.1
2067,19063,Emmet County,1042.5
2068,19153,Polk County,1532.1
2069,19019,Buchanan County,1484.4
2070,19037,Chickasaw County,1309.7
2071,19057,Des Moines County,1113.1
2072,19029,Cass County,1463.2
2073,19005,Allamakee County,1706.2
2074,19121,Madison County,1456.0
2075,19033,Cerro Gordo County,1489.6
2076,19065,Fayette County,1894.1
2077,19017,Bremer County,1138.1
2078,19171,Tama County,1870.2
2079,19143,Osceola County,1034.4
2080,19087,Henry County,1130.7
2081,19157,Poweshiek County,1517.9
2082,19081,Hancock County,1484.2
2083,19191,Winneshiek County,1787.5
2084,19105,Jones County,1494.4
2085,19151,Pocahontas County,1498.7
2086,19073,Greene County,1479.4
2087,19115,Louisa County,1081.4
2088,19179,Wapello County,1129.3
2089,19111,Lee County,1395.7
2090,19169,Story County,1485.7
2091,19075,Grundy County,1299.9
2092,19155,Pottawattamie County,2484.1
2093,19089,Howard County,1226.6
2094,20085,Jackson County,1704.3
2095,20043,Doniphan County,1031.5
2096,20209,Wyandotte County,404.5
2097,20197,Wabaunsee County,2071.0
2098,20005,Atchison County,1123.6
2099,20091,Johnson County,1242.9
2100,20013,Brown County,1481.8
2101,20087,Jefferson County,1441.8
2102,20131,Nemaha County,1863.3
2103,20103,Leavenworth County,1214.6
2104,20177,Shawnee County,1439.3
2105,20045,Douglas County,1229.3
2106,21097,Harrison County,802.5
2107,21103,Henry County,754.0
2108,21117,Kenton County,425.7
2109,21015,Boone County,664.2
2110,21063,Elliott County,609.5
2111,21019,Boyd County,419.6
2112,21073,Franklin County,549.1
2113,21191,Pendleton County,730.2
2114,21135,Lewis County,1283.0
2115,21205,Rowan County,741.4
2116,21127,Lawrence County,1088.0
2117,21181,Nicholas County,509.8
2118,21187,Owen County,917.5
2119,21185,Oldham County,508.8
2120,21089,Greenup County,918.0
2121,21017,Bourbon County,755.2
2122,21173,Montgomery County,515.0
2123,21161,Mason County,638.2
2124,21043,Carter County,1067.4
2125,21011,Bath County,735.6
2126,21223,Trimble County,404.6
2127,21069,Fleming County,909.9
2128,21077,Gallatin County,271.2
2129,21037,Campbell County,412.9
2130,21201,Robertson County,259.3
2131,21211,Shelby County,998.9
2132,21041,Carroll County,355.6
2133,21081,Grant County,675.4
2134,21209,Scott County,739.3
2135,21023,Bracken County,541.2
2136,23019,Penobscot County,9212.7
2137,23029,Washington County,7139.1
2138,23003,Aroostook County,17683.3
2139,23009,Hancock County,4384.7
2140,23007,Franklin County,4516.3
2141,23025,Somerset County,10602.3
2142,23017,Oxford County,5635.1
2143,23027,Waldo County,1957.2
2144,23015,Lincoln County,1232.1
2145,23031,York County,2629.5
2146,23013,Knox County,975.4
2147,23023,Sagadahoc County,665.9
2148,23001,Androscoggin County,1287.5
2149,23011,Kennebec County,2463.5
2150,23005,Cumberland County,2381.6
2151,23021,Piscataquis County,11339.1
2152,24029,Kent County,732.5
2153,24017,Charles County,1195.8
2154,24011,Caroline County,840.6
2155,24001,Allegany County,1113.5
2156,24510,Baltimore city,210.9
2157,24021,Frederick County,1728.5
2158,24047,Worcester County,1233.3
2159,24041,Talbot County,704.0
2160,24023,Garrett County,1698.4
2161,24015,Cecil County,924.7
2162,24039,Somerset County,846.3
2163,24043,Washington County,1210.4
2164,24033,Prince George's County,1263.5
2165,24005,Baltimore County,1575.4
2166,24045,Wicomico County,993.7
2167,24013,Carroll County,1172.5
2168,24031,Montgomery County,1313.0
2169,24035,Queen Anne's County,968.0
2170,24019,Dorchester County,1488.6
2171,24025,Harford County,1153.2
2172,24037,St. Mary's County,946.4
2173,24003,Anne Arundel County,1085.5
2174,24009,Calvert County,561.7
2175,24027,Howard County,656.3
2176,25023,Plymouth County,1793.0
2177,25003,Berkshire County,2451.2
2178,25001,Barnstable County,1082.5
2179,25021,Norfolk County,1059.9
2180,25005,Bristol County,1482.8
2181,25025,Suffolk County,156.8
2182,25011,Franklin County,1876.6
2183,25015,Hampshire County,1412.1
2184,25009,Essex County,1337.4
2185,25013,Hampden County,1642.7
2186,25007,Dukes County,286.8
2187,25019,Nantucket County,128.0
2188,25017,Middlesex County,2193.5
2189,25027,Worcester County,4090.1
2190,26123,Newaygo County,2231.8
2191,26157,Tuscola County,2108.5
2192,26141,Presque Isle County,1773.8
2193,26025,Calhoun County,1860.5
2194,26111,Midland County,1367.7
2195,26019,Benzie County,900.2
2196,26069,Iosco County,1466.6
2197,26001,Alcona County,1798.8
2198,26045,Eaton County,1500.7
2199,26053,Gogebic County,2962.2
2200,26011,Arenac County,953.4
2201,26063,Huron County,2172.1
2202,26137,Otsego County,1362.8
2203,26153,Schoolcraft County,3164.6
2204,26081,Kent County,2258.3
2205,26051,Gladwin County,1336.3
2206,26027,Cass County,1316.5
2207,26071,Iron County,3137.0
2208,26033,Chippewa County,4093.4
2209,26023,Branch County,1346.0
2210,26103,Marquette County,4842.6
2211,26155,Shiawassee County,1401.1
2212,26005,Allegan County,2182.1
2213,26131,Ontonagon County,3440.4
2214,26099,Macomb County,1253.8
2215,26159,Van Buren County,1613.9
2216,26147,St. Clair County,1880.2
2217,26085,Lake County,1487.4
2218,26113,Missaukee County,1486.2
2219,26003,Alger County,2427.2
2220,26073,Isabella County,1496.2
2221,26009,Antrim County,1359.7
2222,26047,Emmet County,1251.2
2223,26095,Luce County,2400.4
2224,26143,Roscommon County,1502.3
2225,26075,Jackson County,1873.9
2226,26083,Keweenaw County,1457.5
2227,26061,Houghton County,2698.3
2228,26109,Menominee County,2724.2
2229,26041,Delta County,3056.4
2230,26149,St. Joseph County,1349.5
2231,26031,Cheboygan County,2061.4
2232,26139,Ottawa County,1494.6
2233,26091,Lenawee County,1972.0
2234,26043,Dickinson County,2012.6
2235,26007,Alpena County,1539.7
2236,26049,Genesee County,1682.4
2237,26129,Ogemaw County,1489.1
2238,26115,Monroe County,1441.8
2239,26165,Wexford County,1490.5
2240,26037,Clinton County,1488.1
2241,26015,Barry County,1494.5
2242,26119,Montmorency County,1457.3
2243,26107,Mecosta County,1479.4
2244,26013,Baraga County,2374.8
2245,26055,Grand Traverse County,1269.8
2246,26017,Bay County,1162.3
2247,26151,Sanilac County,2497.0
2248,26127,Oceana County,1414.4
2249,26067,Ionia County,1502.3
2250,26093,Livingston County,1516.2
2251,26163,Wayne County,1600.3
2252,26021,Berrien County,1502.9
2253,26089,Leelanau County,973.2
2254,26087,Lapeer County,1716.8
2255,26097,Mackinac County,2756.0
2256,26065,Ingham County,1452.2
2257,26039,Crawford County,1458.8
2258,26077,Kalamazoo County,1503.0
2259,26059,Hillsdale County,1572.1
2260,26121,Muskegon County,1366.3
2261,26125,Oakland County,2349.9
2262,26057,Gratiot County,1480.5
2263,26133,Osceola County,1484.3
2264,26145,Saginaw County,2113.3
2265,26135,Oscoda County,1480.4
2266,26029,Charlevoix County,1175.6
2267,26117,Montcalm County,1866.9
2268,26105,Mason County,1321.8
2269,26035,Clare County,1490.1
2270,26079,Kalkaska County,1478.1
2271,26101,Manistee County,1443.0
2272,26161,Washtenaw County,1871.1
2273,27061,Itasca County,7583.1
2274,27077,Lake of the Woods County,4596.4
2275,27025,Chisago County,1145.8
2276,27113,Pennington County,1601.3
2277,27085,McLeod County,1309.3
2278,27033,Cottonwood County,1679.8
2279,27045,Fillmore County,2232.8
2280,27005,Becker County,3743.0
2281,27123,Ramsey County,440.5
2282,27133,Rock County,1250.3
2283,27091,Martin County,1889.6
2284,27151,Swift County,1948.2
2285,27139,Scott County,954.1
2286,27035,Crow Wing County,2995.4
2287,27039,Dodge County,1138.5
2288,27041,Douglas County,1864.8
2289,27009,Benton County,1069.8
2290,27103,Nicollet County,1208.9
2291,27055,Houston County,1473.3
2292,27105,Nobles County,1871.4
2293,27141,Sherburne County,1168.2
2294,27015,Brown County,1601.8
2295,27131,Rice County,1336.3
2296,27013,Blue Earth County,1982.9
2297,27067,Kandiyohi County,2233.5
2298,27161,Waseca County,1121.4
2299,27063,Jackson County,1862.8
2300,27137,St. Louis County,17439.8
2301,27129,Renville County,2556.6
2302,27163,Washington County,1094.9
2303,27147,Steele County,1119.8
2304,27093,Meeker County,1670.0
2305,27135,Roseau County,4346.4
2306,27149,Stevens County,1490.1
2307,27073,Lac qui Parle County,2015.0
2308,27065,Kanabec County,1382.2
2309,27173,Yellow Medicine County,1976.8
2310,27157,Wabasha County,1423.5
2311,27053,Hennepin County,1571.0
2312,27099,Mower County,1843.0
2313,27145,Stearns County,3600.0
2314,27115,Pine County,3715.5
2315,27153,Todd County,2536.9
2316,27031,Cook County,4159.5
2317,27071,Koochiching County,8168.8
2318,27051,Grant County,1490.5
2319,27029,Clearwater County,2667.0
2320,27125,Red Lake County,1120.2
2321,27095,Mille Lacs County,1765.3
2322,27007,Beltrami County,7913.5
2323,27143,Sibley County,1555.3
2324,27023,Chippewa County,1522.3
2325,27127,Redwood County,2283.7
2326,27111,Otter Tail County,5761.5
2327,27121,Pope County,1857.3
2328,27081,Lincoln County,1420.4
2329,27017,Carlton County,2267.0
2330,27001,Aitkin County,5167.8
2331,27059,Isanti County,1169.8
2332,27171,Wright County,1850.0
2333,27109,Olmsted County,1695.9
2334,27079,Le Sueur County,1227.2
2335,27043,Faribault County,1869.7
2336,27165,Watonwan County,1138.9
2337,27049,Goodhue County,2021.2
2338,27097,Morrison County,2987.3
2339,27087,Mahnomen County,1509.7
2340,27003,Anoka County,1155.4
2341,27075,Lake County,5926.1
2342,27117,Pipestone County,1206.8
2343,27159,Wadena County,1407.0
2344,27101,Murray County,1863.5
2345,27083,Lyon County,1869.1
2346,27047,Freeborn County,1871.1
2347,27037,Dakota County,1520.0
2348,27019,Carver County,974.1
2349,27021,Cass County,6252.2
2350,27057,Hubbard County,2588.9
2351,27169,Winona County,1661.7
2352,29079,Grundy County,1134.5
2353,29510,St. Louis city,171.0
2354,29137,Monroe County,1735.7
2355,29095,Jackson County,1596.1
2356,29045,Clark County,1325.6
2357,29025,Caldwell County,1112.8
2358,29115,Linn County,1609.4
2359,29165,Platte County,1105.4
2360,29007,Audrain County,1804.8
2361,29087,Holt County,1218.2
2362,29219,Warren County,1133.8
2363,29089,Howard County,1221.3
2364,29197,Schuyler County,798.1
2365,29101,Johnson County,2158.0
2366,29075,Gentry County,1273.5
2367,29033,Carroll County,1816.6
2368,29129,Mercer County,1178.7
2369,29111,Lewis County,1323.0
2370,29049,Clinton County,1096.8
2371,29063,DeKalb County,1102.9
2372,29205,Shelby County,1301.0
2373,29163,Pike County,1773.4
2374,29021,Buchanan County,1074.0
2375,29183,St. Charles County,1534.9
2376,29001,Adair County,1474.8
2377,29173,Ralls County,1253.1
2378,29117,Livingston County,1394.9
2379,29127,Marion County,1150.7
2380,29189,St. Louis County,1354.6
2381,29047,Clay County,1058.5
2382,29199,Scotland County,1137.8
2383,29177,Ray County,1486.5
2384,29019,Boone County,1789.6
2385,29121,Macon County,2104.0
2386,29195,Saline County,1986.3
2387,29081,Harrison County,1881.4
2388,29139,Montgomery County,1403.8
2389,29107,Lafayette County,1654.9
2390,29159,Pettis County,1777.4
2391,29103,Knox County,1312.7
2392,29171,Putnam County,1345.8
2393,29041,Chariton County,1985.9
2394,29113,Lincoln County,1658.8
2395,29005,Atchison County,1424.8
2396,29211,Sullivan County,1687.4
2397,29061,Daviess County,1473.8
2398,29003,Andrew County,1130.4
2399,29147,Nodaway County,2273.7
2400,29027,Callaway County,2194.7
2401,29227,Worth County,691.1
2402,29175,Randolph County,1263.5
2403,29053,Cooper County,1474.2
2404,31021,Burt County,1287.4
2405,31133,Pawnee County,1121.3
2406,31147,Richardson County,1436.3
2407,31131,Otoe County,1603.3
2408,31153,Sarpy County,641.1
2409,31177,Washington County,1018.4
2410,31055,Douglas County,878.9
2411,31025,Cass County,1465.7
2412,31097,Johnson County,975.7
2413,31127,Nemaha County,1060.9
2414,33011,Hillsborough County,2310.8
2415,33007,Coos County,4739.0
2416,33017,Strafford County,984.6
2417,33005,Cheshire County,1888.4
2418,33001,Belknap County,1213.6
2419,33015,Rockingham County,1846.8
2420,33013,Merrimack County,2477.2
2421,33009,Grafton County,4531.3
2422,33003,Carroll County,2570.4
2423,33019,Sullivan County,1429.7
2424,34017,Hudson County,124.9
2425,34001,Atlantic County,1470.6
2426,34003,Bergen County,622.2
2427,34041,Warren County,939.8
2428,34015,Gloucester County,849.0
2429,34033,Salem County,901.0
2430,34011,Cumberland County,1304.1
2431,34021,Mercer County,592.8
2432,34009,Cape May County,671.2
2433,34025,Monmouth County,1234.9
2434,34013,Essex County,331.6
2435,34005,Burlington County,2122.0
2436,34007,Camden County,588.7
2437,34019,Hunterdon County,1133.0
2438,34027,Morris County,1247.4
2439,34037,Sussex County,1387.6
2440,34035,Somerset County,789.6
2441,34029,Ocean County,1701.0
2442,34031,Passaic County,510.5
2443,34039,Union County,269.3
2444,34023,Middlesex County,813.8
2445,36007,Broome County,1853.2
2446,36099,Seneca County,1011.2
2447,36093,Schenectady County,542.3
2448,36063,Niagara County,1355.4
2449,36083,Rensselaer County,1723.4
2450,36111,Ulster County,3006.4
2451,36085,Richmond County,153.2
2452,36075,Oswego County,2628.2
2453,36113,Warren County,2412.8
2454,36019,Clinton County,2894.4
2455,36013,Chautauqua County,2809.3
2456,36035,Fulton County,1380.2
2457,36055,Monroe County,1725.6
2458,36033,Franklin County,4392.4
2459,36015,Chemung County,1063.9
2460,36009,Cattaraugus County,3425.2
2461,36061,New York County,59.7
2462,36043,Herkimer County,3776.2
2463,36067,Onondaga County,2086.5
2464,36001,Albany County,1381.3
2465,36109,Tompkins County,1273.1
2466,36045,Jefferson County,3333.5
2467,36069,Ontario County,1715.9
2468,36047,Kings County,185.4
2469,36027,Dutchess County,2137.6
2470,36017,Chenango County,2327.4
2471,36021,Columbia County,1679.0
2472,36059,Nassau County,747.7
2473,36119,Westchester County,1164.5
2474,36025,Delaware County,3800.7
2475,36081,Queens County,284.5
2476,36089,St. Lawrence County,7153.7
2477,36051,Livingston County,1658.3
2478,36087,Rockland County,462.7
2479,36029,Erie County,2710.1
2480,36121,Wyoming County,1544.4
2481,36107,Tioga County,1354.3
2482,36039,Greene County,1704.3
2483,36103,Suffolk County,2412.1
2484,36097,Schuyler County,886.6
2485,36077,Otsego County,2630.8
2486,36003,Allegany County,2679.1
2487,36065,Oneida County,3257.3
2488,36031,Essex County,4963.1
2489,36105,Sullivan County,2581.5
2490,36117,Wayne County,1571.6
2491,36073,Orleans County,1017.5
2492,36091,Saratoga County,2185.5
2493,36057,Montgomery County,1062.8
2494,36079,Putnam County,637.8
2495,36023,Cortland County,1298.9
2496,36041,Hamilton County,4682.2
2497,36071,Orange County,2172.1
2498,36005,Bronx County,109.6
2499,36011,Cayuga County,1901.6
2500,36123,Yates County,973.3
2501,36095,Schoharie County,1622.2
2502,36037,Genesee County,1282.8
2503,36053,Madison County,1712.7
2504,36101,Steuben County,3636.6
2505,36049,Lewis County,3340.9
2506,36115,Washington County,2190.8
2507,39049,Franklin County,1407.7
2508,39069,Henry County,1087.2
2509,39145,Scioto County,1595.8
2510,39103,Medina County,1095.6
2511,39165,Warren County,1054.9
2512,39159,Union County,1131.5
2513,39031,Coshocton County,1469.8
2514,39149,Shelby County,1063.7
2515,39027,Clinton County,1067.8
2516,39107,Mercer County,1226.2
2517,39075,Holmes County,1098.1
