OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,HUCEightDigitCode,LatitudeMeasure,LongitudeMeasure,StateCode,CountyCode
801505,French Gulch Superfund  site (US EPA Region 8),0801505-FG1,14010002.0,39.4828444,-106.01565,8.0,117.0
11113300,New Hampshire Department Of Environmental Services,11113300-01-AND,1040002.0,44.39806,-70.97159599999999,23.0,17.0
11113300,New Hampshire Department Of Environmental Services,11113300-01-CNT,1080201.0,42.683597,-72.471419,25.0,11.0
11113300,New Hampshire Department Of Environmental Services,11113300-01-CSB,1060003.0,43.133575,-70.970637,33.0,17.0
11113300,New Hampshire Department Of Environmental Services,11113300-01-SAC,1060002.0,44.016886,-70.989931,23.0,17.0
11113300,New Hampshire Department Of Environmental Services,11113300-01-SGR,1080106.0,43.398333,-72.393856,33.0,19.0
11113300,New Hampshire Department Of Environmental Services,11113300-02-ASH,1080201.0,42.786069,-72.486456,33.0,5.0
11113300,New Hampshire Department Of Environmental Services,11113300-02-CTC,1070003.0,43.284928,-71.596644,33.0,13.0
11113300,New Hampshire Department Of Environmental Services,11113300-02-NSR,1080106.0,43.414939000000004,-72.185739,33.0,19.0
11113300,New Hampshire Department Of Environmental Services,11113300-02-SHG,1070006.0,42.860642,-71.493033,33.0,11.0
11113300,New Hampshire Department Of Environmental Services,11113300-03-OSS,1060002.0,43.79635,-71.05628100000001,33.0,3.0
11113300,New Hampshire Department Of Environmental Services,11113300-04-SSR,1080106.0,43.304578,-72.154472,33.0,19.0
11113300,New Hampshire Department Of Environmental Services,11113300-05-LMP,1060003.0,43.082056,-70.934961,33.0,15.0
11113300,New Hampshire Department Of Environmental Services,11113300-05-OYS,1060003.0,43.130853,-70.91860600000001,33.0,17.0
11113300,New Hampshire Department Of Environmental Services,11113300-05-SGR,1080106.0,43.373721999999994,-72.336275,33.0,19.0
11113300,New Hampshire Department Of Environmental Services,11113300-06-NSH,1070004.0,42.712792,-71.548578,33.0,11.0
11113300,New Hampshire Department Of Environmental Services,11113300-07-CCH,1060003.0,43.196489,-70.874139,33.0,17.0
11113300,New Hampshire Department Of Environmental Services,11113300-07-SGR,1080106.0,43.362306,-72.224906,33.0,19.0
11113300,New Hampshire Department Of Environmental Services,11113300-08-LMP,1060003.0,43.104583,-70.96315600000001,33.0,17.0
11113300,New Hampshire Department Of Environmental Services,11113300-08-MER,1070006.0,42.936044,-71.45647199999999,33.0,11.0
11113300,New Hampshire Department Of Environmental Services,11113300-08-OYS,1060003.0,43.135164,-70.967458,33.0,17.0
11113300,New Hampshire Department Of Environmental Services,11113300-09-EXT-DAMMED,1060003.0,42.980923,-70.944114,33.0,15.0
11113300,New Hampshire Department Of Environmental Services,11113300-09-LMP,1060003.0,43.114011,-71.00501899999999,33.0,17.0
11113300,New Hampshire Department Of Environmental Services,11113300-10-CCH,1060003.0,43.205089,-70.89331899999999,33.0,17.0
11113300,New Hampshire Department Of Environmental Services,11113300-10-OYS,1060003.0,43.158417,-70.96450300000001,33.0,17.0
11113300,New Hampshire Department Of Environmental Services,11113300-10-SGR,1080106.0,43.372172,-72.181744,33.0,19.0
11113300,New Hampshire Department Of Environmental Services,11113300-11-CCH,1060003.0,43.214089,-70.922861,33.0,17.0
11113300,New Hampshire Department Of Environmental Services,11113300-12-CCH,1060003.0,43.220756,-70.943528,33.0,17.0
11113300,New Hampshire Department Of Environmental Services,11113300-12-LMP,1060003.0,43.049625,-71.033178,33.0,15.0
11113300,New Hampshire Department Of Environmental Services,11113300-12-SGR,1080106.0,43.363222,-72.172125,33.0,19.0
11113300,New Hampshire Department Of Environmental Services,11113300-12A-LMP,1060003.0,43.039117,-71.05704200000001,33.0,15.0
11113300,New Hampshire Department Of Environmental Services,11113300-12B-LMP,1060003.0,43.038897,-71.05941899999999,33.0,15.0
11113300,New Hampshire Department Of Environmental Services,11113300-13-EXT,1060003.0,42.965036,-70.988486,33.0,15.0
11113300,New Hampshire Department Of Environmental Services,11113300-13F-LMP,1060003.0,43.038142,-71.070986,33.0,15.0
11113300,New Hampshire Department Of Environmental Services,11113300-14-EXT,1060003.0,42.969861,-71.000872,33.0,15.0
11113300,New Hampshire Department Of Environmental Services,11113300-16-ASH,1080201.0,42.886144,-72.28644399999999,33.0,5.0
11113300,New Hampshire Department Of Environmental Services,11113300-16-MER,1070006.0,43.095817,-71.463776,33.0,13.0
11113300,New Hampshire Department Of Environmental Services,11113300-16-SGR,1080106.0,43.373083,-72.124994,33.0,19.0
11113300,New Hampshire Department Of Environmental Services,11113300-19-CCH,1060003.0,43.288806,-70.97645,33.0,17.0
11113300,New Hampshire Department Of Environmental Services,11113300-19-SGR,1080106.0,43.387106,-72.087956,33.0,19.0
11113300,New Hampshire Department Of Environmental Services,11113300-21-CCH,1060003.0,43.305444,-70.98015799999999,33.0,17.0
11113300,New Hampshire Department Of Environmental Services,11113300-22-CCH,1060003.0,43.339194,-70.997128,33.0,17.0
11113300,New Hampshire Department Of Environmental Services,11113300-22U-CCH,1060003.0,43.368989,-71.038511,33.0,17.0
11113300,New Hampshire Department Of Environmental Services,11113300-23-CCH,1060003.0,43.375953,-71.04118299999999,33.0,17.0
11113300,New Hampshire Department Of Environmental Services,11113300-25J-CTC,1070003.0,42.944131,-71.94550799999999,33.0,11.0
11113300,New Hampshire Department Of Environmental Services,11113300-26-CCH,1060003.0,43.388325,-71.069172,33.0,17.0
11113300,New Hampshire Department Of Environmental Services,11113300-27-MER,1070006.0,43.271031,-71.5645,33.0,13.0
11113300,New Hampshire Department Of Environmental Services,11113300-DES-RAIN,1070006.0,43.21972,-71.51547,33.0,13.0
1111REG1,US EPA Region 1,1111REG1-CRBL02,1090001.0,42.36515670000001,-71.1895814,25.0,17.0
1111REG1,US EPA Region 1,1111REG1-CRBL05,1090001.0,42.353728600000004,-71.1132058,25.0,17.0
1111REG1,US EPA Region 1,1111REG1-CRBL06,1090001.0,42.3525053,-71.10631,25.0,17.0
1111REG1,US EPA Region 1,1111REG1-CRBL07,1090001.0,42.3527908,-71.0877256,25.0,25.0
1111REG1,US EPA Region 1,1111REG1-CRBL09,1090001.0,42.3603664,-71.08043470000001,25.0,17.0
1111REG1,US EPA Region 1,1111REG1-CRBL11,1090001.0,42.3652144,-71.0729822,25.0,25.0
1111REG1,US EPA Region 1,1111REG1-TMDL21,1090001.0,42.3531528,-71.09857779999999,25.0,17.0
1111REG1,US EPA Region 1,1111REG1-TMDL22,1090001.0,42.3548889,-71.0858,25.0,25.0
1111REG1,US EPA Region 1,1111REG1-TMDL25,1090001.0,42.357594399999996,-71.07687779999999,25.0,25.0
1119USBR,Bureau of Reclamation,1119USBR-AND003,17050113.0,43.4375,-115.29583329999998,16.0,39.0
1119USBR,Bureau of Reclamation,1119USBR-AND004,17050113.0,43.3583333,-115.44444440000001,16.0,39.0
1119USBR,Bureau of Reclamation,1119USBR-AND101,17050113.0,43.3583333,-115.44444440000001,16.0,39.0
1119USBR,Bureau of Reclamation,1119USBR-ARR001,17050112.0,43.591944399999996,-115.91666670000001,16.0,39.0
1119USBR,Bureau of Reclamation,1119USBR-ARR002,17050113.0,43.5839722,-115.8288611,16.0,39.0
1119USBR,Bureau of Reclamation,1119USBR-ARR003,17050112.0,43.62,-115.8211389,16.0,39.0
1119USBR,Bureau of Reclamation,1119USBR-BOI030,17050112.0,43.5252778,-116.04666670000002,16.0,1.0
1119USBR,Bureau of Reclamation,1119USBR-BOI130,17050113.0,43.4843278,-115.3068639,16.0,39.0
1119USBR,Bureau of Reclamation,1119USBR-BOI170,17050112.0,43.6501722,-115.7427778,16.0,15.0
1119USBR,Bureau of Reclamation,1119USBR-BOI172,17050113.0,43.5503472,-115.7205361,16.0,39.0
1119USBR,Bureau of Reclamation,1119USBR-CBP015,17020016.0,46.3880556,-119.2405556,53.0,21.0
1119USBR,Bureau of Reclamation,1119USBR-CBP017,17020016.0,46.6727778,-119.15,53.0,21.0
1119USBR,Bureau of Reclamation,1119USBR-CBP029,17020016.0,46.5055556,-119.25916670000001,53.0,21.0
1119USBR,Bureau of Reclamation,1119USBR-CBP090,17020016.0,46.7388889,-119.18333329999999,53.0,1.0
1119USBR,Bureau of Reclamation,1119USBR-CBP096,17020016.0,46.71388889999999,-119.66805559999999,53.0,25.0
1119USBR,Bureau of Reclamation,1119USBR-CBP110,17020016.0,46.6755556,-119.45,53.0,21.0
1119USBR,Bureau of Reclamation,1119USBR-CBP111,17020013.0,47.360555600000005,-118.84888889999999,53.0,43.0
1119USBR,Bureau of Reclamation,1119USBR-CRO002,17070304.0,44.111388899999994,-120.7813889,41.0,13.0
1119USBR,Bureau of Reclamation,1119USBR-DEA001,17050121.0,44.2966667,-115.90222220000001,16.0,85.0
1119USBR,Bureau of Reclamation,1119USBR-DEA002,17050121.0,44.3072222,-115.91194440000001,16.0,85.0
1119USBR,Bureau of Reclamation,1119USBR-EID004,17020015.0,47.1310556,-119.2013889,53.0,25.0
1119USBR,Bureau of Reclamation,1119USBR-EID012,17020016.0,46.84475,-119.1156389,53.0,1.0
1119USBR,Bureau of Reclamation,1119USBR-EID013,17020016.0,46.8139444,-119.1275278,53.0,1.0
1119USBR,Bureau of Reclamation,1119USBR-EID014,17020016.0,46.7896389,-119.0887222,53.0,1.0
1119USBR,Bureau of Reclamation,1119USBR-EID015,17020016.0,46.7677222,-119.16547220000001,53.0,1.0
1119USBR,Bureau of Reclamation,1119USBR-EID016,17020016.0,46.7408056,-119.11125,53.0,1.0
1119USBR,Bureau of Reclamation,1119USBR-EMM013,17050122.0,44.071388899999995,-116.9325,16.0,75.0
1119USBR,Bureau of Reclamation,1119USBR-FDR005,17020001.0,48.5985333,-118.13015,53.0,19.0
1119USBR,Bureau of Reclamation,1119USBR-FDR006,17020001.0,47.8315833,-118.40345,53.0,43.0
1119USBR,Bureau of Reclamation,1119USBR-FDR008,17020001.0,47.91215,-118.713,53.0,19.0
1119USBR,Bureau of Reclamation,1119USBR-FDR010,17020001.0,47.9519333,-118.97535,53.0,47.0
1119USBR,Bureau of Reclamation,1119USBR-GAR052,17050123.0,44.6194444,-116.09305559999999,16.0,85.0
1119USBR,Bureau of Reclamation,1119USBR-GAR053,17050123.0,44.5277778,-116.05416670000001,16.0,85.0
1119USBR,Bureau of Reclamation,1119USBR-GAR100,17050123.0,44.79,-116.145,16.0,85.0
1119USBR,Bureau of Reclamation,1119USBR-GAR101,17050123.0,44.5239444,-116.04333329999999,16.0,85.0
1119USBR,Bureau of Reclamation,1119USBR-GAR120,17050123.0,44.9052778,-116.1172222,16.0,85.0
1119USBR,Bureau of Reclamation,1119USBR-MAL013,17050116.0,43.914444399999994,-118.15583329999998,41.0,45.0
1119USBR,Bureau of Reclamation,1119USBR-MAL015,17050116.0,43.927086100000004,-118.15642779999999,41.0,45.0
1119USBR,Bureau of Reclamation,1119USBR-MAL016,17050117.0,44.04361110000001,-117.02083329999999,41.0,45.0
1119USBR,Bureau of Reclamation,1119USBR-MAL110,17050116.0,43.9075,-118.1525,41.0,45.0
1119USBR,Bureau of Reclamation,1119USBR-MAL170,17050116.0,43.9413222,-118.1277111,41.0,45.0
1119USBR,Bureau of Reclamation,1119USBR-MAL172,17050116.0,43.9502778,-118.17444440000001,41.0,45.0
1119USBR,Bureau of Reclamation,1119USBR-MAN001,17050124.0,44.3944444,-116.8961111,16.0,87.0
1119USBR,Bureau of Reclamation,1119USBR-OWY012,17050110.0,43.785277799999996,-117.06222220000001,41.0,45.0
1119USBR,Bureau of Reclamation,1119USBR-PAL005,17040104.0,43.2013889,-111.09305559999999,16.0,19.0
1119USBR,Bureau of Reclamation,1119USBR-PAL006,17040104.0,43.283333299999995,-111.14444440000001,16.0,19.0
1119USBR,Bureau of Reclamation,1119USBR-PAL008,17040104.0,43.32944439999999,-111.2047222,16.0,19.0
1119USBR,Bureau of Reclamation,1119USBR-RIR001,17040205.0,43.59,-111.77,16.0,19.0
1119USBR,Bureau of Reclamation,1119USBR-RIR003,17040205.0,43.5416667,-111.73694440000001,16.0,19.0
1119USBR,Bureau of Reclamation,1119USBR-WAL001,17040209.0,42.6708333,-113.48333329999998,16.0,67.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-AND003,17050113.0,43.4375,-115.29583329999998,16.0,39.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-AND004,17050113.0,43.3583333,-115.44444440000001,16.0,39.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-AND101,17050113.0,43.3583333,-115.44444440000001,16.0,39.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-ARR001,17050112.0,43.591944399999996,-115.91666670000001,16.0,39.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-ARR002,17050113.0,43.5839722,-115.8288611,16.0,39.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-ARR003,17050112.0,43.62,-115.8211389,16.0,39.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-BOI030,17050112.0,43.5252778,-116.04666670000002,16.0,1.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-BOI130,17050113.0,43.4843278,-115.3068639,16.0,39.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-BOI170,17050112.0,43.6501722,-115.7427778,16.0,15.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-BOI172,17050113.0,43.5503472,-115.7205361,16.0,39.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP015,17020016.0,46.3880556,-119.2405556,53.0,21.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP017,17020016.0,46.6727778,-119.15,53.0,21.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP029,17020016.0,46.5055556,-119.25916670000001,53.0,21.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP030,17020015.0,46.8769444,-119.35055559999999,53.0,1.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP036,17020015.0,46.8482222,-119.57947220000001,53.0,25.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP052,17020016.0,46.358611100000005,-119.25666670000001,53.0,21.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP087,17020016.0,46.536666700000005,-119.28,53.0,21.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP090,17020016.0,46.7388889,-119.18333329999999,53.0,1.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP094,17020010.0,47.038888899999996,-119.94166670000001,53.0,25.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP095,17020010.0,47.033333299999995,-119.95,53.0,25.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP096,17020016.0,46.71388889999999,-119.66805559999999,53.0,25.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP099,17020016.0,46.7333333,-119.96666670000002,53.0,25.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP109,17020015.0,46.8319444,-119.9097222,53.0,25.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP110,17020016.0,46.6755556,-119.45,53.0,21.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP111,17020013.0,47.360555600000005,-118.84888889999999,53.0,43.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CRO002,17070304.0,44.111388899999994,-120.7813889,41.0,13.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-DEA001,17050121.0,44.2966667,-115.90222220000001,16.0,85.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-DEA002,17050121.0,44.3072222,-115.91194440000001,16.0,85.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-EID002,17020015.0,47.2333333,-119.27627779999999,53.0,25.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-EID003,17020015.0,47.162916700000004,-119.24519440000002,53.0,25.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-EID004,17020015.0,47.1310556,-119.2013889,53.0,25.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-EID005,17020015.0,47.09275,-119.23472220000001,53.0,25.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-EID006,17020015.0,47.036,-119.14399999999999,53.0,25.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-EID008,17020015.0,47.0435833,-119.1071389,53.0,25.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-EID009,17020015.0,47.011,-119.01461110000001,53.0,25.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-EID010,17020015.0,47.0063889,-119.125,53.0,25.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-EID012,17020016.0,46.84475,-119.1156389,53.0,1.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-EID013,17020016.0,46.8139444,-119.1275278,53.0,1.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-EID014,17020016.0,46.7896389,-119.0887222,53.0,1.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-EID015,17020016.0,46.7677222,-119.16547220000001,53.0,1.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-EID016,17020016.0,46.7408056,-119.11125,53.0,1.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-EID017,17020015.0,46.8092778,-119.36744440000001,53.0,1.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-EMM013,17050122.0,44.071388899999995,-116.9325,16.0,75.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-FDR005,17020001.0,48.5985333,-118.13015,53.0,19.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-FDR006,17020001.0,47.8315833,-118.40345,53.0,43.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-FDR008,17020001.0,47.91215,-118.713,53.0,19.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-FDR010,17020001.0,47.9519333,-118.97535,53.0,47.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-GAR052,17050123.0,44.6194444,-116.09305559999999,16.0,85.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-GAR053,17050123.0,44.5277778,-116.05416670000001,16.0,85.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-GAR100,17050123.0,44.79,-116.145,16.0,85.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-GAR101,17050123.0,44.5239444,-116.04333329999999,16.0,85.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-GAR120,17050123.0,44.9052778,-116.1172222,16.0,85.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-MAL013,17050116.0,43.914444399999994,-118.15583329999998,41.0,45.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-MAL015,17050116.0,43.927086100000004,-118.15642779999999,41.0,45.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-MAL016,17050117.0,44.04361110000001,-117.02083329999999,41.0,45.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-MAL110,17050116.0,43.9075,-118.1525,41.0,45.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-MAL170,17050116.0,43.9413222,-118.1277111,41.0,45.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-MAL172,17050116.0,43.9502778,-118.17444440000001,41.0,45.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-MAN001,17050124.0,44.3944444,-116.8961111,16.0,87.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-OWY007,17050103.0,43.593686100000006,-116.9103528,16.0,73.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-OWY012,17050110.0,43.785277799999996,-117.06222220000001,41.0,45.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-PAL005,17040104.0,43.2013889,-111.09305559999999,16.0,19.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-PAL006,17040104.0,43.283333299999995,-111.14444440000001,16.0,19.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-PAL008,17040104.0,43.32944439999999,-111.2047222,16.0,19.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-RIR001,17040205.0,43.59,-111.77,16.0,19.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-RIR003,17040205.0,43.5416667,-111.73694440000001,16.0,19.0
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-WAL001,17040209.0,42.6708333,-113.48333329999998,16.0,67.0
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ALPO_JC_1,5010007.0,40.3747167,-78.8516,42.0,21.0
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ALPO_JC_1-FE,5010007.0,40.3754833,-78.85258329999999,42.0,21.0
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ALPO_JC_1U,5010007.0,40.37465,-78.8516,42.0,21.0
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ALPO_JC_2,5010007.0,40.37365,-78.8533,42.0,21.0
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ALPO_JC_3,5010007.0,40.3726167,-78.8520667,42.0,21.0
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ALPO_JC_3A,5010007.0,40.372266700000004,-78.85215,42.0,21.0
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ALPO_JC_3B,5010007.0,40.3719667,-78.85300000000001,42.0,21.0
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ALPO_JC_3X,5010007.0,40.3726167,-78.8520667,42.0,21.0
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ALPO_JC_4,5010007.0,40.3705167,-78.85245,42.0,21.0
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ALPO_JC_5,5010007.0,40.3717167,-78.8531167,42.0,21.0
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ALPO_JC_6,5010007.0,40.37,-78.8545,42.0,21.0
