OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,HUCEightDigitCode,LatitudeMeasure,LongitudeMeasure,StateCode,CountyCode
11113300,New Hampshire Department Of Environmental Services,11113300-08-LMP,1060003,43.104583,-70.963156,33,17
11113300,New Hampshire Department Of Environmental Services,11113300-08-MER,1070006,42.936044,-71.456472,33,11
11113300,New Hampshire Department Of Environmental Services,11113300-08-OYS,1060003,43.135164,-70.967458,33,17
11113300,New Hampshire Department Of Environmental Services,11113300-09-EXT-DAMMED,1060003,42.980923,-70.944114,33,15
11113300,New Hampshire Department Of Environmental Services,11113300-09-LMP,1060003,43.114011,-71.005019,33,17
11113300,New Hampshire Department Of Environmental Services,11113300-10-CCH,1060003,43.205089,-70.893319,33,17
11113300,New Hampshire Department Of Environmental Services,11113300-10-OYS,1060003,43.158417,-70.964503,33,17
11113300,New Hampshire Department Of Environmental Services,11113300-10-SGR,1080106,43.372172,-72.181744,33,19
11113300,New Hampshire Department Of Environmental Services,11113300-11-CCH,1060003,43.214089,-70.922861,33,17
11113300,New Hampshire Department Of Environmental Services,11113300-12-CCH,1060003,43.220756,-70.943528,33,17
11113300,New Hampshire Department Of Environmental Services,11113300-12-LMP,1060003,43.049625,-71.033178,33,15
11113300,New Hampshire Department Of Environmental Services,11113300-12-SGR,1080106,43.363222,-72.172125,33,19
11113300,New Hampshire Department Of Environmental Services,11113300-12A-LMP,1060003,43.039117,-71.057042,33,15
11113300,New Hampshire Department Of Environmental Services,11113300-12B-LMP,1060003,43.038897,-71.059419,33,15
11113300,New Hampshire Department Of Environmental Services,11113300-13-EXT,1060003,42.965036,-70.988486,33,15
11113300,New Hampshire Department Of Environmental Services,11113300-13F-LMP,1060003,43.038142,-71.070986,33,15
11113300,New Hampshire Department Of Environmental Services,11113300-14-EXT,1060003,42.969861,-71.000872,33,15
11113300,New Hampshire Department Of Environmental Services,11113300-16-ASH,1080201,42.886144,-72.286444,33,5
11113300,New Hampshire Department Of Environmental Services,11113300-16-MER,1070006,43.095817,-71.463776,33,13
11113300,New Hampshire Department Of Environmental Services,11113300-16-SGR,1080106,43.373083,-72.124994,33,19
11113300,New Hampshire Department Of Environmental Services,11113300-19-CCH,1060003,43.288806,-70.97645,33,17
11113300,New Hampshire Department Of Environmental Services,11113300-19-SGR,1080106,43.387106,-72.087956,33,19
11113300,New Hampshire Department Of Environmental Services,11113300-21-CCH,1060003,43.305444,-70.980158,33,17
11113300,New Hampshire Department Of Environmental Services,11113300-22-CCH,1060003,43.339194,-70.997128,33,17
11113300,New Hampshire Department Of Environmental Services,11113300-22U-CCH,1060003,43.368989,-71.038511,33,17
11113300,New Hampshire Department Of Environmental Services,11113300-23-CCH,1060003,43.375953,-71.041183,33,17
11113300,New Hampshire Department Of Environmental Services,11113300-25J-CTC,1070003,42.944131,-71.945508,33,11
11113300,New Hampshire Department Of Environmental Services,11113300-26-CCH,1060003,43.388325,-71.069172,33,17
11113300,New Hampshire Department Of Environmental Services,11113300-27-MER,1070006,43.271031,-71.5645,33,13
11113300,New Hampshire Department Of Environmental Services,11113300-DES-RAIN,1070006,43.21972,-71.51547,33,13
1111REG1,US EPA Region 1,1111REG1-CRBL02,1090001,42.3651567,-71.1895814,25,17
1111REG1,US EPA Region 1,1111REG1-CRBL05,1090001,42.3537286,-71.1132058,25,17
1111REG1,US EPA Region 1,1111REG1-CRBL06,1090001,42.3525053,-71.10631,25,17
1111REG1,US EPA Region 1,1111REG1-CRBL07,1090001,42.3527908,-71.0877256,25,25
1111REG1,US EPA Region 1,1111REG1-CRBL09,1090001,42.3603664,-71.0804347,25,17
1111REG1,US EPA Region 1,1111REG1-CRBL11,1090001,42.3652144,-71.0729822,25,25
1111REG1,US EPA Region 1,1111REG1-TMDL21,1090001,42.3531528,-71.0985778,25,17
1111REG1,US EPA Region 1,1111REG1-TMDL22,1090001,42.3548889,-71.0858,25,25
1111REG1,US EPA Region 1,1111REG1-TMDL25,1090001,42.3575944,-71.0768778,25,25
1119USBR,Bureau of Reclamation,1119USBR-AND003,17050113,43.4375,-115.2958333,16,39
1119USBR,Bureau of Reclamation,1119USBR-AND004,17050113,43.3583333,-115.4444444,16,39
1119USBR,Bureau of Reclamation,1119USBR-AND101,17050113,43.3583333,-115.4444444,16,39
1119USBR,Bureau of Reclamation,1119USBR-ARR001,17050112,43.5919444,-115.9166667,16,39
1119USBR,Bureau of Reclamation,1119USBR-ARR002,17050113,43.5839722,-115.8288611,16,39
1119USBR,Bureau of Reclamation,1119USBR-ARR003,17050112,43.62,-115.8211389,16,39
1119USBR,Bureau of Reclamation,1119USBR-BOI030,17050112,43.5252778,-116.0466667,16,1
1119USBR,Bureau of Reclamation,1119USBR-BOI130,17050113,43.4843278,-115.3068639,16,39
1119USBR,Bureau of Reclamation,1119USBR-BOI170,17050112,43.6501722,-115.7427778,16,15
1119USBR,Bureau of Reclamation,1119USBR-BOI172,17050113,43.5503472,-115.7205361,16,39
1119USBR,Bureau of Reclamation,1119USBR-CBP015,17020016,46.3880556,-119.2405556,53,21
1119USBR,Bureau of Reclamation,1119USBR-CBP017,17020016,46.6727778,-119.15,53,21
1119USBR,Bureau of Reclamation,1119USBR-CBP029,17020016,46.5055556,-119.2591667,53,21
1119USBR,Bureau of Reclamation,1119USBR-CBP090,17020016,46.7388889,-119.1833333,53,1
1119USBR,Bureau of Reclamation,1119USBR-CBP096,17020016,46.7138889,-119.6680556,53,25
1119USBR,Bureau of Reclamation,1119USBR-CBP110,17020016,46.6755556,-119.45,53,21
1119USBR,Bureau of Reclamation,1119USBR-CBP111,17020013,47.3605556,-118.8488889,53,43
1119USBR,Bureau of Reclamation,1119USBR-CRO002,17070304,44.1113889,-120.7813889,41,13
1119USBR,Bureau of Reclamation,1119USBR-DEA001,17050121,44.2966667,-115.9022222,16,85
1119USBR,Bureau of Reclamation,1119USBR-DEA002,17050121,44.3072222,-115.9119444,16,85
1119USBR,Bureau of Reclamation,1119USBR-EID004,17020015,47.1310556,-119.2013889,53,25
1119USBR,Bureau of Reclamation,1119USBR-EID012,17020016,46.84475,-119.1156389,53,1
1119USBR,Bureau of Reclamation,1119USBR-EID013,17020016,46.8139444,-119.1275278,53,1
1119USBR,Bureau of Reclamation,1119USBR-EID014,17020016,46.7896389,-119.0887222,53,1
1119USBR,Bureau of Reclamation,1119USBR-EID015,17020016,46.7677222,-119.1654722,53,1
1119USBR,Bureau of Reclamation,1119USBR-EID016,17020016,46.7408056,-119.11125,53,1
1119USBR,Bureau of Reclamation,1119USBR-EMM013,17050122,44.0713889,-116.9325,16,75
1119USBR,Bureau of Reclamation,1119USBR-FDR005,17020001,48.5985333,-118.13015,53,19
1119USBR,Bureau of Reclamation,1119USBR-FDR006,17020001,47.8315833,-118.40345,53,43
1119USBR,Bureau of Reclamation,1119USBR-FDR008,17020001,47.91215,-118.713,53,19
1119USBR,Bureau of Reclamation,1119USBR-FDR010,17020001,47.9519333,-118.97535,53,47
1119USBR,Bureau of Reclamation,1119USBR-GAR052,17050123,44.6194444,-116.0930556,16,85
1119USBR,Bureau of Reclamation,1119USBR-GAR053,17050123,44.5277778,-116.0541667,16,85
1119USBR,Bureau of Reclamation,1119USBR-GAR100,17050123,44.79,-116.145,16,85
1119USBR,Bureau of Reclamation,1119USBR-GAR101,17050123,44.5239444,-116.0433333,16,85
1119USBR,Bureau of Reclamation,1119USBR-GAR120,17050123,44.9052778,-116.1172222,16,85
1119USBR,Bureau of Reclamation,1119USBR-MAL013,17050116,43.9144444,-118.1558333,41,45
1119USBR,Bureau of Reclamation,1119USBR-MAL015,17050116,43.9270861,-118.1564278,41,45
1119USBR,Bureau of Reclamation,1119USBR-MAL016,17050117,44.0436111,-117.0208333,41,45
1119USBR,Bureau of Reclamation,1119USBR-MAL110,17050116,43.9075,-118.1525,41,45
1119USBR,Bureau of Reclamation,1119USBR-MAL170,17050116,43.9413222,-118.1277111,41,45
1119USBR,Bureau of Reclamation,1119USBR-MAL172,17050116,43.9502778,-118.1744444,41,45
1119USBR,Bureau of Reclamation,1119USBR-MAN001,17050124,44.3944444,-116.8961111,16,87
1119USBR,Bureau of Reclamation,1119USBR-OWY012,17050110,43.7852778,-117.0622222,41,45
1119USBR,Bureau of Reclamation,1119USBR-PAL005,17040104,43.2013889,-111.0930556,16,19
1119USBR,Bureau of Reclamation,1119USBR-PAL006,17040104,43.2833333,-111.1444444,16,19
1119USBR,Bureau of Reclamation,1119USBR-PAL008,17040104,43.3294444,-111.2047222,16,19
1119USBR,Bureau of Reclamation,1119USBR-RIR001,17040205,43.59,-111.77,16,19
1119USBR,Bureau of Reclamation,1119USBR-RIR003,17040205,43.5416667,-111.7369444,16,19
1119USBR,Bureau of Reclamation,1119USBR-WAL001,17040209,42.6708333,-113.4833333,16,67
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-AND003,17050113,43.4375,-115.2958333,16,39
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-AND004,17050113,43.3583333,-115.4444444,16,39
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-AND101,17050113,43.3583333,-115.4444444,16,39
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-ARR001,17050112,43.5919444,-115.9166667,16,39
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-ARR002,17050113,43.5839722,-115.8288611,16,39
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-ARR003,17050112,43.62,-115.8211389,16,39
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-BOI030,17050112,43.5252778,-116.0466667,16,1
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-BOI130,17050113,43.4843278,-115.3068639,16,39
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-BOI170,17050112,43.6501722,-115.7427778,16,15
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-BOI172,17050113,43.5503472,-115.7205361,16,39
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP015,17020016,46.3880556,-119.2405556,53,21
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP017,17020016,46.6727778,-119.15,53,21
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP029,17020016,46.5055556,-119.2591667,53,21
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP030,17020015,46.8769444,-119.3505556,53,1
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP036,17020015,46.8482222,-119.5794722,53,25
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP052,17020016,46.3586111,-119.2566667,53,21
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP087,17020016,46.5366667,-119.28,53,21
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP090,17020016,46.7388889,-119.1833333,53,1
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP094,17020010,47.0388889,-119.9416667,53,25
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP095,17020010,47.0333333,-119.95,53,25
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP096,17020016,46.7138889,-119.6680556,53,25
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP099,17020016,46.7333333,-119.9666667,53,25
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP109,17020015,46.8319444,-119.9097222,53,25
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP110,17020016,46.6755556,-119.45,53,21
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP111,17020013,47.3605556,-118.8488889,53,43
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CRO002,17070304,44.1113889,-120.7813889,41,13
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-DEA001,17050121,44.2966667,-115.9022222,16,85
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-DEA002,17050121,44.3072222,-115.9119444,16,85
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-EID002,17020015,47.2333333,-119.2762778,53,25
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-EID003,17020015,47.1629167,-119.2451944,53,25
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-EID004,17020015,47.1310556,-119.2013889,53,25
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-EID005,17020015,47.09275,-119.2347222,53,25
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-EID006,17020015,47.036,-119.144,53,25
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-EID008,17020015,47.0435833,-119.1071389,53,25
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-EID009,17020015,47.011,-119.0146111,53,25
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-EID010,17020015,47.0063889,-119.125,53,25
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-EID012,17020016,46.84475,-119.1156389,53,1
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-EID013,17020016,46.8139444,-119.1275278,53,1
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-EID014,17020016,46.7896389,-119.0887222,53,1
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-EID015,17020016,46.7677222,-119.1654722,53,1
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-EID016,17020016,46.7408056,-119.11125,53,1
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-EID017,17020015,46.8092778,-119.3674444,53,1
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-EMM013,17050122,44.0713889,-116.9325,16,75
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-FDR005,17020001,48.5985333,-118.13015,53,19
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-FDR006,17020001,47.8315833,-118.40345,53,43
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-FDR008,17020001,47.91215,-118.713,53,19
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-FDR010,17020001,47.9519333,-118.97535,53,47
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-GAR052,17050123,44.6194444,-116.0930556,16,85
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-GAR053,17050123,44.5277778,-116.0541667,16,85
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-GAR100,17050123,44.79,-116.145,16,85
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-GAR101,17050123,44.5239444,-116.0433333,16,85
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-GAR120,17050123,44.9052778,-116.1172222,16,85
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-MAL013,17050116,43.9144444,-118.1558333,41,45
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-MAL015,17050116,43.9270861,-118.1564278,41,45
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-MAL016,17050117,44.0436111,-117.0208333,41,45
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-MAL110,17050116,43.9075,-118.1525,41,45
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-MAL170,17050116,43.9413222,-118.1277111,41,45
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-MAL172,17050116,43.9502778,-118.1744444,41,45
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-MAN001,17050124,44.3944444,-116.8961111,16,87
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-OWY007,17050103,43.5936861,-116.9103528,16,73
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-OWY012,17050110,43.7852778,-117.0622222,41,45
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-PAL005,17040104,43.2013889,-111.0930556,16,19
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-PAL006,17040104,43.2833333,-111.1444444,16,19
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-PAL008,17040104,43.3294444,-111.2047222,16,19
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-RIR001,17040205,43.59,-111.77,16,19
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-RIR003,17040205,43.5416667,-111.7369444,16,19
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-WAL001,17040209,42.6708333,-113.4833333,16,67
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ALPO_JC_1,5010007,40.3747167,-78.8516,42,21
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ALPO_JC_1-FE,5010007,40.3754833,-78.8525833,42,21
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ALPO_JC_1U,5010007,40.37465,-78.8516,42,21
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ALPO_JC_2,5010007,40.37365,-78.8533,42,21
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ALPO_JC_3,5010007,40.3726167,-78.8520667,42,21
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ALPO_JC_3A,5010007,40.3722667,-78.85215,42,21
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ALPO_JC_3B,5010007,40.3719667,-78.853,42,21
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ALPO_JC_3X,5010007,40.3726167,-78.8520667,42,21
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ALPO_JC_4,5010007,40.3705167,-78.85245,42,21
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ALPO_JC_5,5010007,40.3717167,-78.8531167,42,21
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ALPO_JC_6,5010007,40.37,-78.8545,42,21
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ALPO_JC_7,5010007,40.3694667,-78.8547833,42,21
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ALPO_JC_FE,5010007,40.3731667,-78.8527833,42,21
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-APIS_OUTER_IS,4020300,46.9792222,-90.4677778,55,3
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-APIS_PRESQUE_IS,4020300,46.9116111,-90.5615556,55,3
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-APIS_ROCKY_IS,4020300,47.03225,-90.6683333,55,3
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-APIS_SAND_IS,4020300,46.9611111,-90.9912778,55,7
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-APIS_STOCK_LAG,4010301,46.9224167,-90.5508333,55,3
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ASIS_NPS_CB1,2040303,38.2376667,-75.2073333,24,47
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ASIS_NPS_CB4,2040303,38.066,-75.3296667,24,47
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ASIS_NPS_CB6,2040303,38.2558333,-75.192,24,47
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ASIS_NPS_KM19,2040303,38.163354,-75.166222,24,47
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ASIS_NPS_OCI,2040303,38.3228449,-75.092398,24,47
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ASIS_NPS_RST,2040303,38.205739,-75.150093,24,47
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ASIS_NPS_SB1,2040303,38.32,-75.1069444,24,47
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ASIS_NPS_SB2,2040303,38.2938889,-75.1238889,24,47
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ASIS_NPS_SB3,2040303,38.2455556,-75.1488889,24,47
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ASIS_NPS_SB4,2040303,38.2148333,-75.1783333,24,47
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ASIS_NPS_SB5,2040303,38.3272222,-75.1041667,24,47
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ASIS_NPS_STB,2040303,38.213382,-75.146763,24,47
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ASIS_NPS_TCN,2040303,37.889012,-75.340755,51,1
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ASIS_NPS_TCS,2040303,37.8855,-75.342825,51,1
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ASIS_NPS_VB2,2040303,38.0053333,-75.3863333,51,1
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ASIS_NPS_VB3,2040303,37.9843333,-75.4228333,51,1
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ASIS_NPS_VB4,2040303,37.9278333,-75.3903333,51,1
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ASIS_NPS_VB5,2040303,37.9158333,-75.3781667,51,1
